batch_id,index,operation,status,error,message,entity_id,raw_input
44743,0,set_statement,Done,,,Q128553031,"Q128553031|P921|Q140794567|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.234""|S813|+2026-06-18T00:00:00Z/11"
44743,1,set_statement,Done,,,Q140794567,"Q140794567|P1343|Q128553031|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.234""|S813|+2026-06-18T00:00:00Z/11"
44743,2,set_statement,Done,,,Q129029748,"Q129029748|P921|Q140794568|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.196""|S813|+2026-06-18T00:00:00Z/11"
44743,3,set_statement,Done,,,Q140794568,"Q140794568|P1343|Q129029748|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.196""|S813|+2026-06-18T00:00:00Z/11"
44743,4,set_statement,Done,,,Q108487470,"Q108487470|P921|Q140794571|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2012.abmh-rtmsa""|S813|+2026-06-18T00:00:00Z/11"
44743,5,set_statement,Done,,,Q140794571,"Q140794571|P1343|Q108487470|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2012.abmh-rtmsa""|S813|+2026-06-18T00:00:00Z/11"
44743,6,set_statement,Done,,,Q127722070,"Q127722070|P921|Q140794576|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.251""|S813|+2026-06-18T00:00:00Z/11"
44743,7,set_statement,Done,,,Q140794576,"Q140794576|P1343|Q127722070|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.251""|S813|+2026-06-18T00:00:00Z/11"
44743,8,set_statement,Done,,,Q61699753,"Q61699753|P921|Q140794577|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.229""|S813|+2026-06-18T00:00:00Z/11"
44743,9,set_statement,Done,,,Q140794577,"Q140794577|P1343|Q61699753|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.229""|S813|+2026-06-18T00:00:00Z/11"
44743,10,set_statement,Done,,,Q129777864,"Q129777864|P921|Q140794579|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.173""|S813|+2026-06-18T00:00:00Z/11"
44743,11,set_statement,Done,,,Q140794579,"Q140794579|P1343|Q129777864|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.173""|S813|+2026-06-18T00:00:00Z/11"
44743,12,set_statement,Done,,,Q114017966,"Q114017966|P921|Q140794593|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.226""|S813|+2026-06-18T00:00:00Z/11"
44743,13,set_statement,Done,,,Q140794593,"Q140794593|P1343|Q114017966|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.226""|S813|+2026-06-18T00:00:00Z/11"
44743,14,set_statement,Done,,,Q130083482,"Q130083482|P921|Q140794596|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.194""|S813|+2026-06-18T00:00:00Z/11"
44743,15,set_statement,Done,,,Q140794596,"Q140794596|P1343|Q130083482|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.194""|S813|+2026-06-18T00:00:00Z/11"
44743,16,set_statement,Done,,,Q128724553,"Q128724553|P921|Q140794601|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.222""|S813|+2026-06-18T00:00:00Z/11"
44743,17,set_statement,Done,,,Q140794601,"Q140794601|P1343|Q128724553|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.222""|S813|+2026-06-18T00:00:00Z/11"
44743,18,set_statement,Done,,,Q60488612,"Q60488612|P921|Q140794610|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2013.87""|S813|+2026-06-18T00:00:00Z/11"
44743,19,set_statement,Done,,,Q140794610,"Q140794610|P1343|Q60488612|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2013.87""|S813|+2026-06-18T00:00:00Z/11"
44743,20,set_statement,Done,,,Q57990704,"Q57990704|P921|Q140794624|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2017.178""|S813|+2026-06-18T00:00:00Z/11"
44743,21,set_statement,Done,,,Q140794624,"Q140794624|P1343|Q57990704|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2017.178""|S813|+2026-06-18T00:00:00Z/11"
44743,22,set_statement,Done,,,Q56227166,"Q56227166|P921|Q140794627|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2012.gjmr-lsd""|S813|+2026-06-18T00:00:00Z/11"
44743,23,set_statement,Done,,,Q140794627,"Q140794627|P1343|Q56227166|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2012.gjmr-lsd""|S813|+2026-06-18T00:00:00Z/11"
44743,24,set_statement,Done,,,Q114017963,"Q114017963|P921|Q140794630|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.227""|S813|+2026-06-18T00:00:00Z/11"
44743,25,set_statement,Done,,,Q140794630,"Q140794630|P1343|Q114017963|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.227""|S813|+2026-06-18T00:00:00Z/11"
44743,26,set_statement,Done,,,Q129186378,"Q129186378|P921|Q140794634|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.211""|S813|+2026-06-18T00:00:00Z/11"
44743,27,set_statement,Done,,,Q140794634,"Q140794634|P1343|Q129186378|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.211""|S813|+2026-06-18T00:00:00Z/11"
44743,28,set_statement,Done,,,Q129468515,"Q129468515|P921|Q140794646|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.228""|S813|+2026-06-18T00:00:00Z/11"
44743,29,set_statement,Done,,,Q140794646,"Q140794646|P1343|Q129468515|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.228""|S813|+2026-06-18T00:00:00Z/11"
44743,30,set_statement,Done,,,Q108487392,"Q108487392|P921|Q140794649|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2021.296""|S813|+2026-06-18T00:00:00Z/11"
44743,31,set_statement,Done,,,Q140794649,"Q140794649|P1343|Q108487392|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2021.296""|S813|+2026-06-18T00:00:00Z/11"
44743,32,set_statement,Done,,,Q108487395,"Q108487395|P921|Q140794667|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2020.304""|S813|+2026-06-18T00:00:00Z/11"
44743,33,set_statement,Done,,,Q140794667,"Q140794667|P1343|Q108487395|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2020.304""|S813|+2026-06-18T00:00:00Z/11"
44743,34,set_statement,Done,,,Q108487485,"Q108487485|P921|Q140794676|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2010.ags-alde""|S813|+2026-06-18T00:00:00Z/11"
44743,35,set_statement,Done,,,Q140794676,"Q140794676|P1343|Q108487485|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2010.ags-alde""|S813|+2026-06-18T00:00:00Z/11"
44743,36,set_statement,Done,,,Q108487391,"Q108487391|P921|Q140794680|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2021.292""|S813|+2026-06-18T00:00:00Z/11"
44743,37,set_statement,Done,,,Q140794680,"Q140794680|P1343|Q108487391|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2021.292""|S813|+2026-06-18T00:00:00Z/11"
44743,38,set_statement,Done,,,Q128261954,"Q128261954|P921|Q140794698|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.238""|S813|+2026-06-18T00:00:00Z/11"
44743,39,set_statement,Done,,,Q140794698,"Q140794698|P1343|Q128261954|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2019.238""|S813|+2026-06-18T00:00:00Z/11"
44743,40,set_statement,Done,,,Q129071610,"Q129071610|P921|Q140794702|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.23""|S813|+2026-06-18T00:00:00Z/11"
44743,41,set_statement,Done,,,Q140794702,"Q140794702|P1343|Q129071610|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.23""|S813|+2026-06-18T00:00:00Z/11"
44743,42,set_statement,Done,,,Q128914758,"Q128914758|P921|Q140794710|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.230""|S813|+2026-06-18T00:00:00Z/11"
44743,43,set_statement,Done,,,Q140794710,"Q140794710|P1343|Q128914758|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.230""|S813|+2026-06-18T00:00:00Z/11"
44743,44,set_statement,Done,,,Q129472298,"Q129472298|P921|Q140794713|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.221""|S813|+2026-06-18T00:00:00Z/11"
44743,45,set_statement,Done,,,Q140794713,"Q140794713|P1343|Q129472298|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.221""|S813|+2026-06-18T00:00:00Z/11"
44743,46,set_statement,Done,,,Q128671645,"Q128671645|P921|Q140794732|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.242""|S813|+2026-06-18T00:00:00Z/11"
44743,47,set_statement,Done,,,Q140794732,"Q140794732|P1343|Q128671645|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2018.242""|S813|+2026-06-18T00:00:00Z/11"
44743,48,set_statement,Done,,,Q108487451,"Q108487451|P921|Q140794733|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2014.106""|S813|+2026-06-18T00:00:00Z/11"
44743,49,set_statement,Done,,,Q140794733,"Q140794733|P1343|Q108487451|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2014.106""|S813|+2026-06-18T00:00:00Z/11"
44743,50,set_statement,Done,,,Q108487431,"Q108487431|P921|Q140794739|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2016.130""|S813|+2026-06-18T00:00:00Z/11"
44743,51,set_statement,Done,,,Q140794739,"Q140794739|P1343|Q108487431|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2016.130""|S813|+2026-06-18T00:00:00Z/11"
