batch_id,index,operation,status,error,message,entity_id,raw_input
44724,0,set_statement,Done,,,Q140788189,"Q140788189|P2093|""Juan Pablo P. de Aquino""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07308""|S813|+2026-06-18T00:00:00Z/11"
44724,1,set_statement,Done,,,Q140788189,"Q140788189|P2093|""José Fernando de M. Firmino""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07308""|S813|+2026-06-18T00:00:00Z/11"
44724,2,set_statement,Done,,,Q140788189,"Q140788189|P2093|""Diogo D. Moreira""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07308""|S813|+2026-06-18T00:00:00Z/11"
44724,3,set_statement,Done,,,Q140788189,"Q140788189|P2093|""Ricardo de S. Job""|P1545|""4""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07308""|S813|+2026-06-18T00:00:00Z/11"
44724,4,set_statement,Done,,,Q140788190,"Q140788190|P2093|""David T Kerns""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.06825""|S813|+2026-06-18T00:00:00Z/11"
44724,5,set_statement,Done,,,Q140788190,"Q140788190|P2093|""Tosiron Adegbija""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.06825""|S813|+2026-06-18T00:00:00Z/11"
44724,6,set_statement,Done,,,Q140788191,"Q140788191|P2093|""Aadya A. Chinubhai""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.06880""|S813|+2026-06-18T00:00:00Z/11"
44724,7,set_statement,Done,,,Q140788192,"Q140788192|P2093|""Humberto Medina""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07441""|S813|+2026-06-18T00:00:00Z/11"
44724,8,set_statement,Done,,,Q140788192,"Q140788192|P2093|""Christopher D. Ellis""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07441""|S813|+2026-06-18T00:00:00Z/11"
44724,9,set_statement,Done,,,Q140788192,"Q140788192|P2093|""Tom Mazin""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07441""|S813|+2026-06-18T00:00:00Z/11"
44724,10,set_statement,Done,,,Q140788192,"Q140788192|P2093|""Oscar Osborn""|P1545|""4""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07441""|S813|+2026-06-18T00:00:00Z/11"
44724,11,set_statement,Done,,,Q140788192,"Q140788192|P2093|""Timothy Ward""|P1545|""5""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07441""|S813|+2026-06-18T00:00:00Z/11"
44724,12,set_statement,Done,,,Q140788192,"Q140788192|P2093|""Stephen Ambrose""|P1545|""6""|S248|Q5188229|S854|""https://api.crossref.org/works/10.21105/joss.07441""|S813|+2026-06-18T00:00:00Z/11"
