batch_id,index,operation,status,error,message,entity_id,raw_input
44748,0,set_statement,Done,,,Q140795165,"Q140795165|P2093|""Yash Kurkure""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654940""|S813|+2026-06-18T00:00:00Z/11"
44748,1,set_statement,Done,,,Q140795165,"Q140795165|P2093|""Miles Shamo""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654940""|S813|+2026-06-18T00:00:00Z/11"
44748,2,set_statement,Done,,,Q140795165,"Q140795165|P2093|""Joseph Wiseman""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654940""|S813|+2026-06-18T00:00:00Z/11"
44748,3,set_statement,Done,,,Q140795165,"Q140795165|P2093|""Sainyam Galhotra""|P1545|""4""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654940""|S813|+2026-06-18T00:00:00Z/11"
44748,4,set_statement,Done,,,Q140795165,"Q140795165|P2093|""Stavros Sintos""|P1545|""5""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654940""|S813|+2026-06-18T00:00:00Z/11"
44748,5,set_statement,Done,,,Q140795166,"Q140795166|P2093|""Minguk Choi""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654919""|S813|+2026-06-18T00:00:00Z/11"
44748,6,set_statement,Done,,,Q140795166,"Q140795166|P2093|""Seehwan Yoo""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654919""|S813|+2026-06-18T00:00:00Z/11"
44748,7,set_statement,Done,,,Q140795166,"Q140795166|P2093|""Jongmoo Choi""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654919""|S813|+2026-06-18T00:00:00Z/11"
44748,8,set_statement,Done,,,Q140795167,"Q140795167|P2093|""Felix S. Campbell""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654969""|S813|+2026-06-18T00:00:00Z/11"
44748,9,set_statement,Done,,,Q140795167,"Q140795167|P2093|""Alon Silberstein""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654969""|S813|+2026-06-18T00:00:00Z/11"
44748,10,set_statement,Done,,,Q140795167,"Q140795167|P2093|""Julia Stoyanovich""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654969""|S813|+2026-06-18T00:00:00Z/11"
44748,11,set_statement,Done,,,Q140795167,"Q140795167|P2093|""Yuval Moskovitch""|P1545|""4""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3654969""|S813|+2026-06-18T00:00:00Z/11"
44748,12,set_statement,Done,,,Q140795168,"Q140795168|P2093|""Marco Costa""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3639258""|S813|+2026-06-18T00:00:00Z/11"
44748,13,set_statement,Done,,,Q140795168,"Q140795168|P2093|""Paolo Ferragina""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3639258""|S813|+2026-06-18T00:00:00Z/11"
44748,14,set_statement,Done,,,Q140795168,"Q140795168|P2093|""Giorgio Vinciguerra""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3639258""|S813|+2026-06-18T00:00:00Z/11"
44748,15,set_statement,Done,,,Q140795169,"Q140795169|P2093|""Shufan Zhang""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3626761""|S813|+2026-06-18T00:00:00Z/11"
44748,16,set_statement,Done,,,Q140795169,"Q140795169|P2093|""Xi He""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3626761""|S813|+2026-06-18T00:00:00Z/11"
44748,17,set_statement,Done,,,Q140795170,"Q140795170|P2093|""Yancan Mao""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3588913""|S813|+2026-06-18T00:00:00Z/11"
44748,18,set_statement,Done,,,Q140795170,"Q140795170|P2093|""Jianjun Zhao""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.1145/3588913""|S813|+2026-06-18T00:00:00Z/11"
