batch_id,index,operation,status,error,message,entity_id,raw_input
44744,300,set_statement,Done,,,Q140794974,"Q140794974|P2093|""Gregory Randall""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2015.126""|S813|+2026-06-18T00:00:00Z/11"
44744,301,set_statement,Done,,,Q140794974,"Q140794974|P2093|""Jean-Michel Morel""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2015.126""|S813|+2026-06-18T00:00:00Z/11"
44744,302,set_statement,Done,,,Q140794974,"Q140794974|P2093|""Rafael Grompone von Gioi""|P1545|""4""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2015.126""|S813|+2026-06-18T00:00:00Z/11"
44744,303,set_statement,Done,,,Q140794975,"Q140794975|P2093|""Jose-Luis Lisani""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2011.blm-cdf""|S813|+2026-06-18T00:00:00Z/11"
44744,304,set_statement,Done,,,Q140794975,"Q140794975|P2093|""Antoni Buades""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2011.blm-cdf""|S813|+2026-06-18T00:00:00Z/11"
44744,305,set_statement,Done,,,Q140794975,"Q140794975|P2093|""Jean-Michel Morel""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2011.blm-cdf""|S813|+2026-06-18T00:00:00Z/11"
44744,306,set_statement,Done,,,Q140794976,"Q140794976|P2093|""Lara Raad""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2020.281""|S813|+2026-06-18T00:00:00Z/11"
44744,307,set_statement,Done,,,Q140794976,"Q140794976|P2093|""Maria Oliver""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2020.281""|S813|+2026-06-18T00:00:00Z/11"
44744,308,set_statement,Done,,,Q140794976,"Q140794976|P2093|""Coloma Ballester""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2020.281""|S813|+2026-06-18T00:00:00Z/11"
44744,309,set_statement,Done,,,Q140794976,"Q140794976|P2093|""Gloria Haro""|P1545|""4""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2020.281""|S813|+2026-06-18T00:00:00Z/11"
44744,310,set_statement,Done,,,Q140794976,"Q140794976|P2093|""Enric Meinhardt""|P1545|""5""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2020.281""|S813|+2026-06-18T00:00:00Z/11"
44744,311,set_statement,Done,,,Q140794977,"Q140794977|P2093|""Thibaud Ehret""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2021.340""|S813|+2026-06-18T00:00:00Z/11"
44744,312,set_statement,Done,,,Q140794977,"Q140794977|P2093|""Pablo Arias""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2021.340""|S813|+2026-06-18T00:00:00Z/11"
44744,313,set_statement,Done,,,Q140794978,"Q140794978|P2093|""Vladimir Kolmogorov""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2014.97""|S813|+2026-06-18T00:00:00Z/11"
44744,314,set_statement,Done,,,Q140794978,"Q140794978|P2093|""Pascal Monasse""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2014.97""|S813|+2026-06-18T00:00:00Z/11"
44744,315,set_statement,Done,,,Q140794978,"Q140794978|P2093|""Pauline Tan""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2014.97""|S813|+2026-06-18T00:00:00Z/11"
44744,316,set_statement,Done,,,Q140794979,"Q140794979|P2093|""Adina Ciomaga""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2017.212""|S813|+2026-06-18T00:00:00Z/11"
44744,317,set_statement,Done,,,Q140794979,"Q140794979|P2093|""Pascal Monasse""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2017.212""|S813|+2026-06-18T00:00:00Z/11"
44744,318,set_statement,Done,,,Q140794979,"Q140794979|P2093|""Jean-Michel Morel""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2017.212""|S813|+2026-06-18T00:00:00Z/11"
44744,319,set_statement,Done,,,Q140794980,"Q140794980|P2093|""Miguel Colom""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2016.124""|S813|+2026-06-18T00:00:00Z/11"
44744,320,set_statement,Done,,,Q140794980,"Q140794980|P2093|""Antoni Buades""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2016.124""|S813|+2026-06-18T00:00:00Z/11"
44744,321,set_statement,Done,,,Q140794981,"Q140794981|P2093|""Rafael Grompone von Gioi""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2016.175""|S813|+2026-06-18T00:00:00Z/11"
44744,322,set_statement,Done,,,Q140794981,"Q140794981|P2093|""Gregory Randall""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2016.175""|S813|+2026-06-18T00:00:00Z/11"
44744,323,set_statement,Done,,,Q140794982,"Q140794982|P2093|""Thibaud Ehret""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2018.213""|S813|+2026-06-18T00:00:00Z/11"
44744,324,set_statement,Done,,,Q140794983,"Q140794983|P2093|""Pascal Getreuer""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2012.g-tvi""|S813|+2026-06-18T00:00:00Z/11"
44744,325,set_statement,Done,,,Q140794984,"Q140794984|P2093|""Luis Gomez""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2022.346""|S813|+2026-06-18T00:00:00Z/11"
44744,326,set_statement,Done,,,Q140794984,"Q140794984|P2093|""Jie Wu""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2022.346""|S813|+2026-06-18T00:00:00Z/11"
44744,327,set_statement,Done,,,Q140794984,"Q140794984|P2093|""Alejandro C. Frery""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2022.346""|S813|+2026-06-18T00:00:00Z/11"
44744,328,set_statement,Done,,,Q140794985,"Q140794985|P2093|""Jose-Luis Lisani""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2012.lps-pae""|S813|+2026-06-18T00:00:00Z/11"
44744,329,set_statement,Done,,,Q140794985,"Q140794985|P2093|""Ana-Belen Petro""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2012.lps-pae""|S813|+2026-06-18T00:00:00Z/11"
44744,330,set_statement,Done,,,Q140794985,"Q140794985|P2093|""Catalina Sbert""|P1545|""3""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2012.lps-pae""|S813|+2026-06-18T00:00:00Z/11"
44744,331,set_statement,Done,,,Q140794986,"Q140794986|P2093|""Pauline Tan""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2014.78""|S813|+2026-06-18T00:00:00Z/11"
44744,332,set_statement,Done,,,Q140794986,"Q140794986|P2093|""Pascal Monasse""|P1545|""2""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2014.78""|S813|+2026-06-18T00:00:00Z/11"
44744,333,set_statement,Done,,,Q140794987,"Q140794987|P2093|""Haldo Spontón""|P1545|""1""|S248|Q5188229|S854|""https://api.crossref.org/works/10.5201/ipol.2015.35""|S813|+2026-06-18T00:00:00Z/11"
