batch_id,index,operation,status,error,message,entity_id,raw_input
44740,0,create_item,Done,,,Q140794849,CREATE
44740,1,set_label,Done,,,Q140794849,"LAST|Len|""Obtaining High Quality Photographs of Paintings by Image Fusion"""
44740,2,set_description,Done,,,Q140794849,"LAST|Den|""scientific article published in Image Processing On Line"""
44740,3,set_statement,Done,,,Q140794849,"LAST|P31|Q18918145|S248|Q5188229|S356|""10.5201/IPOL.2015.49""|S854|""https://api.crossref.org/works/10.5201/ipol.2015.49""|S813|+2026-06-18T00:00:00Z/11"
44740,4,set_statement,Done,,,Q140794849,"LAST|P356|""10.5201/IPOL.2015.49""|S248|Q5188229|S356|""10.5201/IPOL.2015.49""|S854|""https://api.crossref.org/works/10.5201/ipol.2015.49""|S813|+2026-06-18T00:00:00Z/11"
44740,5,set_statement,Done,,,Q140794849,"LAST|P1476|en:""Obtaining High Quality Photographs of Paintings by Image Fusion""|S248|Q5188229|S356|""10.5201/IPOL.2015.49""|S854|""https://api.crossref.org/works/10.5201/ipol.2015.49""|S813|+2026-06-18T00:00:00Z/11"
44740,6,set_statement,Done,,,Q140794849,"LAST|P1433|Q50815456|S248|Q5188229|S356|""10.5201/IPOL.2015.49""|S854|""https://api.crossref.org/works/10.5201/ipol.2015.49""|S813|+2026-06-18T00:00:00Z/11"
44740,7,set_statement,Done,,,Q140794849,"LAST|P577|+2015-06-27T00:00:00Z/11|S248|Q5188229|S356|""10.5201/IPOL.2015.49""|S854|""https://api.crossref.org/works/10.5201/ipol.2015.49""|S813|+2026-06-18T00:00:00Z/11"
44740,8,set_statement,Done,,,Q140794849,"LAST|P407|Q1860|S248|Q5188229|S356|""10.5201/IPOL.2015.49""|S854|""https://api.crossref.org/works/10.5201/ipol.2015.49""|S813|+2026-06-18T00:00:00Z/11"
44740,9,set_statement,Done,,,Q140794849,"LAST|P921|Q140794560|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2015.49""|S813|+2026-06-18T00:00:00Z/11"
44740,10,set_statement,Error,api_user_error,Error 422 ('patch-result-invalid-value'): Invalid value in patch result,Q140794560,"Q140794560|P1343|LAST|S248|Q50815456|S854|""https://doi.org/10.5201/ipol.2015.49""|S813|+2026-06-18T00:00:00Z/11"
44740,11,create_item,Done,,,Q140794850,CREATE
44740,12,set_label,Done,,,Q140794850,"LAST|Len|""Selective Contrast Adjustment by Poisson Equation"""
44740,13,set_description,Done,,,Q140794850,"LAST|Den|""scientific article published in Image Processing On Line"""
44740,14,set_statement,Done,,,Q140794850,"LAST|P31|Q18918145|S248|Q5188229|S356|""10.5201/IPOL.2013.41""|S854|""https://api.crossref.org/works/10.5201/ipol.2013.41""|S813|+2026-06-18T00:00:00Z/11"
