batch_id,index,operation,status,error,message,entity_id,raw_input
44745,0,create_item,Done,,,Q140795082,CREATE
44745,1,set_label,Done,,,Q140795082,"LAST|Len|""pointcloudpathcode"""
44745,2,set_description,Done,,,Q140795082,"LAST|Den|""software described in SIGMOD"""
44745,3,set_statement,Done,,,Q140795082,"LAST|P31|Q7397|S854|""https://dl.acm.org/doi/10.1145/3687998.3717036""|S813|+2026-06-18T00:00:00Z/11"
44745,4,set_statement,Done,,,Q140795082,"LAST|P1324|""https://github.com/yanyinzhao/pointcloudpathcode""|P8423|Q186055|P10627|Q364|S854|""https://dl.acm.org/doi/10.1145/3687998.3717036""|S813|+2026-06-18T00:00:00Z/11"
44745,5,set_statement,Done,,,Q140795082,"LAST|P6138|""swh:1:dir:140eab3e0b8ee9f3e0f7e17309164e3d7ff3784e;origin=https://github.com/yanyinzhao/pointcloudpathcode;visit=swh:1:snp:573118f922982a2d0e74ff8a0a4898862191ed19;anchor=swh:1:rev:9673d76eb3890f84c12ff4f320927112990646c1""|S248|Q28127082|S813|+2026-06-18T00:00:00Z/11"
44745,6,create_item,Done,,,Q140795083,CREATE
44745,7,set_label,Done,,,Q140795083,"LAST|Len|""PimPam"""
44745,8,set_description,Done,,,Q140795083,"LAST|Den|""software described in SIGMOD"""
44745,9,set_statement,Done,,,Q140795083,"LAST|P31|Q7397|S854|""https://dl.acm.org/doi/10.1145/3687998.3717042""|S813|+2026-06-18T00:00:00Z/11"
44745,10,set_statement,Done,,,Q140795083,"LAST|P1324|""https://github.com/tonycaisy/pimpam-reproduce""|P8423|Q186055|P10627|Q364|S854|""https://dl.acm.org/doi/10.1145/3687998.3717042""|S813|+2026-06-18T00:00:00Z/11"
44745,11,set_statement,Done,,,Q140795083,"LAST|P6138|""swh:1:dir:da7d34392888f720d0c44910ce7a5911bd57db62;origin=https://github.com/tonycaisy/pimpam-reproduce;visit=swh:1:snp:c3dba7db51845cdf7a045349de0f887e9802416d;anchor=swh:1:rev:3c48293ea36cec2b128781f0df3e459818cfbf41""|S248|Q28127082|S813|+2026-06-18T00:00:00Z/11"
44745,12,create_item,Done,,,Q140795084,CREATE
44745,13,set_label,Done,,,Q140795084,"LAST|Len|""autocomp"""
44745,14,set_description,Done,,,Q140795084,"LAST|Den|""software described in SIGMOD"""
44745,15,set_statement,Done,,,Q140795084,"LAST|P31|Q7397|S854|""https://dl.acm.org/doi/10.1145/3687998.3717041""|S813|+2026-06-18T00:00:00Z/11"
44745,16,set_statement,Done,,,Q140795084,"LAST|P1324|""https://github.com/rithvikp/autocomp""|P8423|Q186055|P10627|Q364|S854|""https://dl.acm.org/doi/10.1145/3687998.3717041""|S813|+2026-06-18T00:00:00Z/11"
44745,17,set_statement,Done,,,Q140795084,"LAST|P6138|""swh:1:dir:09052400b2ad9ec95d7903a60666fa86934ec6d6;origin=https://github.com/rithvikp/autocomp;visit=swh:1:snp:2dccd7a0e5b252c6040cf05fd995817da5f30a47;anchor=swh:1:rev:bfe775a880badd23d57b96d0e109adb5646da06f""|S248|Q28127082|S813|+2026-06-18T00:00:00Z/11"
44745,18,create_item,Done,,,Q140795085,CREATE
44745,19,set_label,Done,,,Q140795085,"LAST|Len|""road-networks"""
44745,20,set_description,Done,,,Q140795085,"LAST|Den|""software described in SIGMOD"""
44745,21,set_statement,Done,,,Q140795085,"LAST|P31|Q7397|S854|""https://dl.acm.org/doi/10.1145/3687998.3717054""|S813|+2026-06-18T00:00:00Z/11"
44745,22,set_statement,Done,,,Q140795085,"LAST|P1324|""https://github.com/henningkoehlernz/road-networks""|P8423|Q186055|P10627|Q364|S854|""https://dl.acm.org/doi/10.1145/3687998.3717054""|S813|+2026-06-18T00:00:00Z/11"
