article_doi,venue,series_ordinal_P1545,author_name_P2093
10.5201/ipol.2025.583,IPOL,2,Roland Akiki
10.5201/ipol.2025.583,IPOL,3,Axel Davy
10.5201/ipol.2025.583,IPOL,4,Jean-Michel Morel
10.5201/ipol.2025.485,IPOL,1,Henry Marichal
10.5201/ipol.2025.485,IPOL,2,Diego Passarella
10.5201/ipol.2025.485,IPOL,3,Gregory Randall
10.5201/ipol.2011.g_mhcd,IPOL,1,Pascal Getreuer
10.5201/ipol.2014.70,IPOL,1,Isabelle Sivignon
10.5201/ipol.2024.553,IPOL,1,Roger Marí
10.5201/ipol.2011.g_rmdi,IPOL,1,Pascal Getreuer
10.5201/ipol.2018.218,IPOL,1,Antoni Buades
10.5201/ipol.2018.218,IPOL,2,Rafael Grompone von Gioi
10.5201/ipol.2018.218,IPOL,3,Julia Navarro
10.5201/ipol.2019.231,IPOL,1,Matias Tassano
10.5201/ipol.2019.231,IPOL,2,Julie Delon
10.5201/ipol.2019.231,IPOL,3,Thomas Veit
10.5201/ipol.2022.403,IPOL,1,Antoine Salmona
10.5201/ipol.2022.403,IPOL,2,Lucía Bouza
10.5201/ipol.2022.403,IPOL,3,Julie Delon
10.5201/ipol.2021.355,IPOL,1,Quentin Bammey
10.5201/ipol.2021.355,IPOL,2,Rafael Grompone von Gioi
10.5201/ipol.2021.355,IPOL,3,Jean-Michel Morel
10.5201/ipol.2023.446,IPOL,1,Boshra Rajaei
10.5201/ipol.2023.446,IPOL,2,Sara Rajaei
10.5201/ipol.2023.446,IPOL,3,Hossein Damavandi
10.5201/ipol.2020.282,IPOL,1,Sébastien Drouyer
10.5201/ipol.2012.g-cv,IPOL,1,Pascal Getreuer
10.5201/ipol.2019.255,IPOL,1,Damir Demirović
