article_doi,venue,series_ordinal_P1545,author_name_P2093
10.5201/ipol.2022.385,IPOL,1,Chaoqun Dong
10.5201/ipol.2022.385,IPOL,2,Filip Sroubek
10.5201/ipol.2022.385,IPOL,3,Javier Portilla
10.5201/ipol.2017.174,IPOL,1,Gábor Fodor
10.5201/ipol.2017.174,IPOL,2,Bruno Cornelis
10.5201/ipol.2017.174,IPOL,3,Rujie Yin
10.5201/ipol.2017.174,IPOL,4,Ann Dooms
10.5201/ipol.2017.174,IPOL,5,Ingrid Daubechies
10.5201/ipol.2020.304,IPOL,1,Tahar Zamene Boulmezaoud
10.5201/ipol.2020.304,IPOL,2,Luis Álvarez
10.5201/ipol.2020.304,IPOL,3,Miguel Colom
10.5201/ipol.2020.304,IPOL,4,Jean-Michel Morel
10.5201/ipol.2024.539,IPOL,1,Rosana García
10.5201/ipol.2024.539,IPOL,2,Gregory Randall
10.5201/ipol.2024.539,IPOL,3,Lara Raad
10.5201/ipol.2024.495,IPOL,1,Noura Faraj
10.5201/ipol.2024.495,IPOL,2,Lucía Bouza
10.5201/ipol.2024.495,IPOL,3,Julie Delon
10.5201/ipol.2013.54,IPOL,1,Yi-Qing Wang
10.5201/ipol.2017.203,IPOL,1,Nicola Pierazzo
10.5201/ipol.2017.203,IPOL,2,Gabriele Facciolo
10.5201/ipol.2021.344,IPOL,1,Jose-Luis Lisani
10.5201/ipol.2021.344,IPOL,2,Ana Belén Petro
10.5201/ipol.2015.131,IPOL,1,Sira Ferradans
10.5201/ipol.2015.131,IPOL,2,R. Palma-Amestoy
10.5201/ipol.2015.131,IPOL,3,E. Provenzi
10.5201/ipol.2011.ggm_rpn,IPOL,1,Bruno Galerne
10.5201/ipol.2011.ggm_rpn,IPOL,2,Yann Gousseau
10.5201/ipol.2011.ggm_rpn,IPOL,3,Jean-Michel Morel
10.5201/ipol.2012.glmt-mire,IPOL,1,Yohann Tendero
10.5201/ipol.2012.glmt-mire,IPOL,2,Stéphane Landeau
10.5201/ipol.2012.glmt-mire,IPOL,3,Jérôme Gilles
10.5201/ipol.2014.74,IPOL,1,David Coeurjolly
10.5201/ipol.2014.74,IPOL,2,Bertrand Kerautret
10.5201/ipol.2014.74,IPOL,3,Jacques-Olivier Lachaud
10.5201/ipol.2022.215,IPOL,1,Théodore Chabardès
10.5201/ipol.2022.215,IPOL,2,Petr Dokládal
10.5201/ipol.2022.215,IPOL,3,Matthieu Faessel
10.5201/ipol.2022.215,IPOL,4,Michel Bilodeau
10.5201/ipol.2013.46,IPOL,1,Jérôme Gilles
10.5201/ipol.2010.ags-alde,IPOL,1,Luis Alvarez
10.5201/ipol.2010.ags-alde,IPOL,2,Luis Gomez
10.5201/ipol.2010.ags-alde,IPOL,3,J. Rafael Sendra
10.5201/ipol.2015.64,IPOL,1,Laurent Oudre
10.5201/ipol.2021.336,IPOL,1,Antoine Monod
10.5201/ipol.2021.336,IPOL,2,Julie Delon
10.5201/ipol.2021.336,IPOL,3,Thomas Veit
10.5201/ipol.2015.102,IPOL,1,Julie Digne
10.5201/ipol.2015.112,IPOL,1,Lluís Garrido
10.5201/ipol.2015.112,IPOL,2,El Mostafa Kalmoun
10.5201/ipol.2021.292,IPOL,1,Daniel Santana-Cedrés
10.5201/ipol.2021.292,IPOL,2,Nelson Monzón
10.5201/ipol.2021.292,IPOL,3,Luis Álvarez
10.5201/ipol.2015.119,IPOL,1,Mauricio Delbracio
10.5201/ipol.2015.119,IPOL,2,Pablo Musé
10.5201/ipol.2015.119,IPOL,3,Antoni Buades
10.5201/ipol.2015.119,IPOL,4,Jean-Michel Morel
10.5201/ipol.2015.108,IPOL,1,Yohann Tendero
10.5201/ipol.2018.202,IPOL,1,Vadim Fedorov
10.5201/ipol.2018.202,IPOL,2,Coloma Ballester
10.5201/ipol.2023.401,IPOL,1,Yuchen He
10.5201/ipol.2023.401,IPOL,2,Sung Ha Kang
10.5201/ipol.2023.401,IPOL,3,Jean-Michel Morel
10.5201/ipol.2011.g_igcs,IPOL,1,Pascal Getreuer
10.5201/ipol.2013.53,IPOL,1,Marco Mondelli
10.5201/ipol.2021.286,IPOL,1,Ignacio Ramírez Paulino
10.5201/ipol.2021.286,IPOL,2,Ignacio Hounie
10.5201/ipol.2014.68,IPOL,1,Nicolas Normand
10.5201/ipol.2014.68,IPOL,2,Robin Strand
10.5201/ipol.2014.68,IPOL,3,Pierre Evenou
10.5201/ipol.2014.68,IPOL,4,Aurore Arlicot
10.5201/ipol.2016.153,IPOL,1,Javier Sánchez
10.5201/ipol.2012.g-ace,IPOL,1,Pascal Getreuer
10.5201/ipol.2013.61,IPOL,1,Joan Duran
10.5201/ipol.2013.61,IPOL,2,Bartomeu Coll
10.5201/ipol.2013.61,IPOL,3,Catalina Sbert
10.5201/ipol.2015.125,IPOL,1,Marc Lebrun
10.5201/ipol.2015.125,IPOL,2,Miguel Colom
10.5201/ipol.2015.125,IPOL,3,Jean-Michel Morel
10.5201/ipol.2013.77,IPOL,1,Mauricio Delbracio
10.5201/ipol.2013.77,IPOL,2,Andrés Almansa
10.5201/ipol.2013.77,IPOL,3,Pablo Musé
10.5201/ipol.2017.197,IPOL,1,Jérémy Anger
10.5201/ipol.2017.197,IPOL,2,Enric Meinhardt-Llopis
10.5201/ipol.2024.466,IPOL,1,Vincent Laurent
10.5201/ipol.2024.466,IPOL,2,Olivier Vo Van
10.5201/ipol.2014.75,IPOL,1,Bertrand Kerautret
10.5201/ipol.2014.75,IPOL,2,Jacques-Olivier Lachaud
10.5201/ipol.2018.199,IPOL,1,Esteban Uriza
10.5201/ipol.2018.199,IPOL,2,Francisco Gómez Fernández
10.5201/ipol.2018.199,IPOL,3,Martín Rais
10.5201/ipol.2013.21,IPOL,1,Javier Sánchez Pérez
10.5201/ipol.2013.21,IPOL,2,Nelson Monzón López
10.5201/ipol.2013.21,IPOL,3,Agustín Salgado de la Nuez
10.5201/ipol.2016.147,IPOL,1,Lionel Moisan
10.5201/ipol.2016.147,IPOL,2,Pierre Moulon
10.5201/ipol.2016.147,IPOL,3,Pascal Monasse
10.5201/ipol.2019.273,IPOL,1,Thibaud Briand
10.5201/ipol.2021.391,IPOL,1,Jose-Luis Lisani
10.5201/ipol.2021.391,IPOL,2,Ana-Belén Petro
10.5201/ipol.2021.391,IPOL,3,Catalina Sbert
10.5201/ipol.2019.238,IPOL,1,Ferran P. Gamonal
10.5201/ipol.2019.238,IPOL,2,Coloma Ballester
10.5201/ipol.2019.238,IPOL,3,Gloria Haro
10.5201/ipol.2019.238,IPOL,4,Enric Meinhardt-Llopis
10.5201/ipol.2019.238,IPOL,5,Roberto P. Palomares
10.5201/ipol.2020.247,IPOL,1,Erez Farhan
10.5201/ipol.2019.263,IPOL,1,Thibaud Ehret
10.5201/ipol.2019.263,IPOL,2,Axel Davy
10.5201/ipol.2019.263,IPOL,3,Mauricio Delbracio
10.5201/ipol.2019.263,IPOL,4,Jean-Michel Morel
10.5201/ipol.2017.201,IPOL,1,Nicola Pierazzo
10.5201/ipol.2017.201,IPOL,2,Jean-Michel Morel
10.5201/ipol.2017.201,IPOL,3,Gabriele Facciolo
10.5201/ipol.2016.165,IPOL,1,Antoni Buades
10.5201/ipol.2016.165,IPOL,2,Jose-Luis Lisani
10.5201/ipol.2022.405,IPOL,1,Thomas Eboli
10.5201/ipol.2022.405,IPOL,2,Jean-Michel Morel
10.5201/ipol.2022.405,IPOL,3,Gabriele Facciolo
10.5201/ipol.2018.23,IPOL,1,Laurent Oudre
10.5201/ipol.2020.300,IPOL,1,Jose-Luis Lisani
10.5201/ipol.2011.my-asift,IPOL,1,Guoshen Yu
10.5201/ipol.2011.my-asift,IPOL,2,Jean-Michel Morel
10.5201/ipol.2024.462,IPOL,1,Marina Gardella
10.5201/ipol.2024.462,IPOL,2,Pablo Musé
10.5201/ipol.2024.462,IPOL,3,Miguel Colom
10.5201/ipol.2024.462,IPOL,4,Jean-Michel Morel
10.5201/ipol.2021.298,IPOL,1,Fabien Pierre
10.5201/ipol.2021.298,IPOL,2,Mathieu Amendola
10.5201/ipol.2021.298,IPOL,3,Clémence Bigeard
10.5201/ipol.2021.298,IPOL,4,Timothé Ruel
10.5201/ipol.2021.298,IPOL,5,Pierre-Frédéric Villard
10.5201/ipol.2017.171,IPOL,1,Lara Raad
10.5201/ipol.2017.171,IPOL,2,Bruno Galerne
10.5201/ipol.2022.438,IPOL,1,Valéry Dewil
10.5201/ipol.2014.86,IPOL,1,Boshra Rajaei
10.5201/ipol.2024.530,IPOL,1,Jose-Luis Lisani
10.5201/ipol.2024.530,IPOL,2,Charles Hessel
10.5201/ipol.2015.126,IPOL,1,José Lezama
10.5201/ipol.2015.126,IPOL,2,Gregory Randall
10.5201/ipol.2015.126,IPOL,3,Jean-Michel Morel
10.5201/ipol.2015.126,IPOL,4,Rafael Grompone von Gioi
10.5201/ipol.2011.blm-cdf,IPOL,1,Jose-Luis Lisani
10.5201/ipol.2011.blm-cdf,IPOL,2,Antoni Buades
10.5201/ipol.2011.blm-cdf,IPOL,3,Jean-Michel Morel
10.5201/ipol.2020.281,IPOL,1,Lara Raad
10.5201/ipol.2020.281,IPOL,2,Maria Oliver
10.5201/ipol.2020.281,IPOL,3,Coloma Ballester
10.5201/ipol.2020.281,IPOL,4,Gloria Haro
10.5201/ipol.2020.281,IPOL,5,Enric Meinhardt
10.5201/ipol.2024.549,IPOL,1,Roland Akiki
10.5201/ipol.2024.549,IPOL,2,Jérémy Anger
10.5201/ipol.2024.549,IPOL,3,Carlo de Franchis
10.5201/ipol.2024.549,IPOL,4,Gabriele Facciolo
10.5201/ipol.2024.549,IPOL,5,Raphaël Grandin
10.5201/ipol.2024.549,IPOL,6,Jean-Michel Morel
10.5201/ipol.2017.154,IPOL,1,Erez Farhan
10.5201/ipol.2017.154,IPOL,2,Elad Meir
10.5201/ipol.2017.154,IPOL,3,Rami Hagege
10.5201/ipol.2024.522,IPOL,1,Roxane Leduc
10.5201/ipol.2024.522,IPOL,2,Hernan Carrillo
10.5201/ipol.2024.522,IPOL,3,Nicolas Papadakis
10.5201/ipol.2018.230,IPOL,1,Charles Hessel
10.5201/ipol.2021.340,IPOL,1,Thibaud Ehret
10.5201/ipol.2021.340,IPOL,2,Pablo Arias
10.5201/ipol.2014.97,IPOL,1,Vladimir Kolmogorov
10.5201/ipol.2014.97,IPOL,2,Pascal Monasse
10.5201/ipol.2014.97,IPOL,3,Pauline Tan
10.5201/ipol.2018.221,IPOL,1,Thibaud Briand
10.5201/ipol.2018.221,IPOL,2,Pascal Monasse
10.5201/ipol.2011.gl_lcc,IPOL,1,Juan Gabriel Gomila Salas
10.5201/ipol.2011.gl_lcc,IPOL,2,Jose Luis Lisani
10.5201/ipol.2017.212,IPOL,1,Adina Ciomaga
10.5201/ipol.2017.212,IPOL,2,Pascal Monasse
10.5201/ipol.2017.212,IPOL,3,Jean-Michel Morel
10.5201/ipol.2024.542,IPOL,1,Rosana García
10.5201/ipol.2024.542,IPOL,2,Gregory Randall
10.5201/ipol.2024.542,IPOL,3,Lara Raad
10.5201/ipol.2016.124,IPOL,1,Miguel Colom
10.5201/ipol.2016.124,IPOL,2,Antoni Buades
10.5201/ipol.2011.dalmm_ps,IPOL,1,Julie Digne
10.5201/ipol.2011.dalmm_ps,IPOL,2,Nicolas Audfray
10.5201/ipol.2011.dalmm_ps,IPOL,3,Claire Lartigue
10.5201/ipol.2011.dalmm_ps,IPOL,4,Charyar Mehdi-Souzani
10.5201/ipol.2011.dalmm_ps,IPOL,5,Jean-Michel Morel
10.5201/ipol.2016.175,IPOL,1,Rafael Grompone von Gioi
10.5201/ipol.2016.175,IPOL,2,Gregory Randall
10.5201/ipol.2023.460,IPOL,1,Jamy Lafenetre
10.5201/ipol.2023.460,IPOL,2,Gabriele Facciolo
10.5201/ipol.2023.460,IPOL,3,Thomas Eboli
10.5201/ipol.2024.528,IPOL,1,Sangwon Jung
10.5201/ipol.2024.528,IPOL,2,Tristan Dagobert
10.5201/ipol.2024.528,IPOL,3,Jean-Michel Morel
10.5201/ipol.2024.528,IPOL,4,Gabriele Facciolo
10.5201/ipol.2018.213,IPOL,1,Thibaud Ehret
10.5201/ipol.2022.429,IPOL,1,Quentin Bammey
10.5201/ipol.2024.499,IPOL,1,Franco Marchesoni-Acland
10.5201/ipol.2024.499,IPOL,2,Tanguy Magne
10.5201/ipol.2024.499,IPOL,3,Fayçal Rekbi
10.5201/ipol.2024.499,IPOL,4,Gabriele Facciolo
10.5201/ipol.2024.525,IPOL,1,Xavier Juanola
10.5201/ipol.2024.525,IPOL,2,Gloria Haro
10.5201/ipol.2012.g-tvi,IPOL,1,Pascal Getreuer
10.5201/ipol.2012.mmm-oh,IPOL,1,Lionel Moisan
10.5201/ipol.2012.mmm-oh,IPOL,2,Pierre Moulon
10.5201/ipol.2012.mmm-oh,IPOL,3,Pascal Monasse
10.5201/ipol.2022.427,IPOL,1,Sam Perochon
10.5201/ipol.2012.g_gapd,IPOL,1,Getreuer Pascal
10.5201/ipol.2022.346,IPOL,1,Luis Gomez
10.5201/ipol.2022.346,IPOL,2,Jie Wu
10.5201/ipol.2022.346,IPOL,3,Alejandro C. Frery
10.5201/ipol.2023.417,IPOL,1,Martin Huska
10.5201/ipol.2023.417,IPOL,2,Antonio Cicone
10.5201/ipol.2023.417,IPOL,3,Sung Ha Kang
10.5201/ipol.2023.417,IPOL,4,Serena Morigi
10.5201/ipol.2012.lps-pae,IPOL,1,Jose-Luis Lisani
10.5201/ipol.2012.lps-pae,IPOL,2,Ana-Belen Petro
10.5201/ipol.2012.lps-pae,IPOL,3,Catalina Sbert
10.5201/ipol.2014.78,IPOL,1,Pauline Tan
10.5201/ipol.2014.78,IPOL,2,Pascal Monasse
10.5201/ipol.2015.35,IPOL,1,Haldo Spontón
10.5201/ipol.2015.35,IPOL,2,Juan Cardelino
10.5201/ipol.2014.104,IPOL,1,Yi-Qing Wang
10.5201/ipol.2012.g_igcs,IPOL,1,Getreuer Pascal
10.5201/ipol.2016.163,IPOL,1,J. Matías Di Martino
10.5201/ipol.2016.163,IPOL,2,Gabriele Facciolo
10.5201/ipol.2016.163,IPOL,3,Enric Meinhardt-Llopis
10.5201/ipol.2015.136,IPOL,1,Vadim Fedorov
10.5201/ipol.2015.136,IPOL,2,Gabriele Facciolo
10.5201/ipol.2015.136,IPOL,3,Pablo Arias
10.5201/ipol.2017.176,IPOL,1,José Lezama
10.5201/ipol.2017.176,IPOL,2,Gregory Randall
10.5201/ipol.2017.176,IPOL,3,Jean-Michel Morel
10.5201/ipol.2017.176,IPOL,4,Rafael Grompone von Gioi
10.5201/ipol.2022.435,IPOL,1,Roger Marí
10.5201/ipol.2022.435,IPOL,2,Thibaud Ehret
10.5201/ipol.2022.435,IPOL,3,Gabriele Facciolo
10.5201/ipol.2020.283,IPOL,1,Tina Nikoukhah
10.5201/ipol.2020.283,IPOL,2,Miguel Colom
10.5201/ipol.2020.283,IPOL,3,Jean-Michel Morel
10.5201/ipol.2020.283,IPOL,4,Rafael Grompone von Gioi
10.5201/ipol.2016.158,IPOL,1,Juan Pablo Balarini
10.5201/ipol.2016.158,IPOL,2,Sergio Nesmachnow
10.5201/ipol.2022.439,IPOL,1,Elyes Ouerghi
10.5201/ipol.2023.447,IPOL,1,Aitor Artola
10.5201/ipol.2011.bcm_nlm,IPOL,1,Antoni Buades
10.5201/ipol.2011.bcm_nlm,IPOL,2,Bartomeu Coll
10.5201/ipol.2011.bcm_nlm,IPOL,3,Jean-Michel Morel
10.5201/ipol.2022.433,IPOL,1,Xavier Bou
10.5201/ipol.2021.325,IPOL,1,Jose-Luis Lisani
10.5201/ipol.2021.325,IPOL,2,Jean-Michel Morel
10.5201/ipol.2017.198,IPOL,1,Bruno Galerne
10.5201/ipol.2017.198,IPOL,2,Arthur Leclaire
10.5201/ipol.2018.242,IPOL,1,Samuel Hurault
10.5201/ipol.2018.242,IPOL,2,Thibaud Ehret
10.5201/ipol.2018.242,IPOL,3,Pablo Arias
10.5201/ipol.2014.106,IPOL,1,Miguel Alemán-Flores
10.5201/ipol.2014.106,IPOL,2,Luis Alvarez
10.5201/ipol.2014.106,IPOL,3,Luis Gomez
10.5201/ipol.2014.106,IPOL,4,Daniel Santana-Cedrés
10.5201/ipol.2022.430,IPOL,1,Ngoc-Long Nguyen
10.5201/ipol.2022.338,IPOL,1,Rémi Decelle
10.5201/ipol.2022.338,IPOL,2,Phuc Ngo
10.5201/ipol.2022.338,IPOL,3,Isabelle Debled-Rennesson
10.5201/ipol.2022.338,IPOL,4,Frédéric Mothe
10.5201/ipol.2022.338,IPOL,5,Fleur Longuetaud
10.5201/ipol.2017.204,IPOL,1,Zhaoyi Meng
10.5201/ipol.2017.204,IPOL,2,Ekaterina Merkurjev
10.5201/ipol.2017.204,IPOL,3,Alice Koniges
10.5201/ipol.2017.204,IPOL,4,Andrea L. Bertozzi
10.5201/ipol.2021.323,IPOL,1,Anne-Flore Baron
10.5201/ipol.2021.323,IPOL,2,Olivier Boulant
10.5201/ipol.2021.323,IPOL,3,Ivan Panico
10.5201/ipol.2021.323,IPOL,4,Nicolas Vayatis
10.5201/ipol.2018.225,IPOL,1,Mariano Rodríguez
10.5201/ipol.2018.225,IPOL,2,Julie Delon
10.5201/ipol.2018.225,IPOL,3,Jean-Michel Morel
10.5201/ipol.2021.358,IPOL,1,Qiyu Jin
10.5201/ipol.2021.358,IPOL,2,Yu Guo
10.5201/ipol.2021.358,IPOL,3,Jean-Michel Morel
10.5201/ipol.2021.358,IPOL,4,Gabriele Facciolo
10.5201/ipol.2025.562,IPOL,1,Albert Barreiro
10.5201/ipol.2025.562,IPOL,2,Roger Marí
10.5201/ipol.2025.562,IPOL,3,Rafael Redondo
10.5201/ipol.2025.562,IPOL,4,Gloria Haro
10.5201/ipol.2025.562,IPOL,5,Carles Bosch
10.5201/ipol.2025.562,IPOL,6,David Berga
10.5201/ipol.2025.580,IPOL,1,Roger Marí
10.5201/ipol.2025.580,IPOL,2,Rafael Redondo
10.5201/ipol.2011.llmps-scb,IPOL,1,Nicolas Limare
10.5201/ipol.2011.llmps-scb,IPOL,2,Jose-Luis Lisani
10.5201/ipol.2011.llmps-scb,IPOL,3,Jean-Michel Morel
10.5201/ipol.2011.llmps-scb,IPOL,4,Ana Belén Petro
10.5201/ipol.2011.llmps-scb,IPOL,5,Catalina Sbert
10.5201/ipol.2022.422,IPOL,1,Rafael Grompone von Gioi
10.5201/ipol.2022.422,IPOL,2,Gregory Randall
10.5201/ipol.2021.324,IPOL,1,Jonathan Vacher
10.5201/ipol.2021.324,IPOL,2,Thibaud Briand
10.5201/ipol.2016.130,IPOL,1,Daniel Santana-Cedrés
10.5201/ipol.2016.130,IPOL,2,Luis Gómez
10.5201/ipol.2016.130,IPOL,3,Miguel Alemán-Flores
10.5201/ipol.2016.130,IPOL,4,Agustín Salgado
10.5201/ipol.2016.130,IPOL,5,Julio Esclarín
10.5201/ipol.2016.130,IPOL,6,Luis Mazorra
10.5201/ipol.2016.130,IPOL,7,Luis Álvarez
10.5201/ipol.2019.118,IPOL,1,Juan Francisco Garamendi
10.5201/ipol.2019.118,IPOL,2,Vanel Lazcano
10.5201/ipol.2019.118,IPOL,3,Coloma Ballester
10.5201/ipol.2013.90,IPOL,1,Miguel Colom
10.5201/ipol.2013.90,IPOL,2,Antoni Buades
10.5201/ipol.2014.120,IPOL,1,Jacques Froment
