article_doi,venue,article_title,software_label_from_repo,software_label_from_title,repo_url_P1324,swhid_P6138,publication_date_P577,publisher_P123,language_P407,venue_name_P1433,issn,article_doi_url,crossref_ref_url,crossref_stated_in,repo_ref_url_P854,repo_stated_in,retrieved_P813
10.1145/3514221.3526149,SIGMOD,HypeR: Hypothetical Reasoning With What-If and How-To Queries Using a Probabilistic Causal Approach,hyper-code,HypeR,https://github.com/sainyam/hyper-code,swh:1:dir:66e3473dc8cf888cb8071d6b71bbe9e9fd328f80;origin=https://github.com/sainyam/hyper-code;visit=swh:1:snp:1a3126f9e7ee94807da85bee822ac7b739cc2feb;anchor=swh:1:rev:92cfd0be7a5285ac83decb6b9a690b6b2f670ff6,2022-06-10,ACM,en,Proceedings of the 2022 International Conference on Management of Data,,https://doi.org/10.1145/3514221.3526149,https://api.crossref.org/works/10.1145/3514221.3526149,Crossref,https://reproducibility.sigmod.org/rep_rep/2022/Tang-SIGMODReproReport24.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3514221.3517864,SIGMOD,DataPrism: Exposing Disconnect between Data and Systems,dataprism,DataPrism,https://github.com/sainyam/dataprism,swh:1:dir:a8da207542e44ecd1581f7e8006f8ceba1de58fa;origin=https://github.com/sainyam/dataprism;visit=swh:1:snp:e0501a01aba0a0c45b73b0c544d99e1aafbc95db;anchor=swh:1:rev:4caf022eb44c42bbf2af3b7803bd94998a35dfa6,2022-06-10,ACM,en,Proceedings of the 2022 International Conference on Management of Data,,https://doi.org/10.1145/3514221.3517864,https://api.crossref.org/works/10.1145/3514221.3517864,Crossref,https://reproducibility.sigmod.org/rep_rep/2022/Wasay-SIGMODReproReport25.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3514221.3526146,SIGMOD,GraphZeppelin: Storage-Friendly Sketching for Connected Components on Dynamic Graph Streams,zeppelinexperiments,GraphZeppelin,https://github.com/graphstreamingproject/zeppelinexperiments,swh:1:dir:ebcbcd6abda23381ffe89408a0c61358cb2eb4bb;origin=https://github.com/graphstreamingproject/zeppelinexperiments;visit=swh:1:snp:2a0928c250cce4d4b675556ee6d9dabd70ba3fb2;anchor=swh:1:rev:3df33cc1de5649197b3a916332f97bf7a7cece3a,2022-06-10,ACM,en,Proceedings of the 2022 International Conference on Management of Data,,https://doi.org/10.1145/3514221.3526146,https://api.crossref.org/works/10.1145/3514221.3526146,Crossref,https://reproducibility.sigmod.org/rep_rep/2022/Dayan-SIGMODReproReport26.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3514221.3517865,SIGMOD,Rank Aggregation with Proportionate Fairness,rankaggregationproportionate,,https://github.com/mdmouinulislam/rankaggregationproportionate,swh:1:dir:0d02e983fc09362495c000fc8debc9f8a1eb50ad;origin=https://github.com/mdmouinulislam/rankaggregationproportionate;visit=swh:1:snp:d1cafd43600ee4eea8754cf95a5051ba2c01cfa8;anchor=swh:1:rev:e4d93fcbe12b863aaf73c465cf9ca101f82c9e4f,2022-06-10,ACM,en,Proceedings of the 2022 International Conference on Management of Data,,https://doi.org/10.1145/3514221.3517865,https://api.crossref.org/works/10.1145/3514221.3517865,Crossref,https://reproducibility.sigmod.org/rep_rep/2022/Nargesian-SIGMODReproReport22.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3514221.3526144,SIGMOD,Givens QR Decomposition over Relational Databases,figaro,,https://github.com/sigmod2022reprofigaro/figaro,,2022-06-10,ACM,en,Proceedings of the 2022 International Conference on Management of Data,,https://doi.org/10.1145/3514221.3526144,https://api.crossref.org/works/10.1145/3514221.3526144,Crossref,https://reproducibility.sigmod.org/rep_rep/2022/Tsoumakos-SIGMODReproReport15.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3452793,SIGMOD,Parallelizing Intra-Window Join on Multicores,alliancedb,,https://github.com/intellistream/alliancedb,swh:1:dir:50d14b8f4203fea81f9c207c8a0858a481192a16;origin=https://github.com/intellistream/alliancedb;visit=swh:1:snp:85edd6ec303c47a883079cf4fec4a4c3a60366d2;anchor=swh:1:rev:fbf471df3dfaa817a50f7abdcfa565efb19626de,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3452793,https://api.crossref.org/works/10.1145/3448016.3452793,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Carbone-SIGMODReproReport1.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457301,SIGMOD,REDS: Rule Extraction for Discovering Scenarios,reds_experiments,REDS,https://github.com/arzik1987/reds_experiments,swh:1:dir:0fd0e88338fc2bee5df5e3ef5c80fd8d2138b84d;origin=https://github.com/arzik1987/reds_experiments;visit=swh:1:snp:1656773af40a899ccd5cc41b1f0c9b92074eefb5;anchor=swh:1:rev:c81c846964834279085f1d0a48901a03e4701f6f,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457301,https://api.crossref.org/works/10.1145/3448016.3457301,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Cudre-Mauroux-SIGMODReproReport2.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3452802,SIGMOD,At-the-time and Back-in-time Persistent Sketches,attpcode,,https://github.com/yanqing-utah/attpcode,swh:1:dir:66880342c02de41986e86e7217242fcb30678965;origin=https://github.com/yanqing-utah/attpcode;visit=swh:1:snp:877be054425348a17d3f930c24eff5cd1c9144c7;anchor=swh:1:rev:e72f638ae17954c6f2d1505a843cccd6b80ce97e,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3452802,https://api.crossref.org/works/10.1145/3448016.3452802,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Petrov-SIGMODReproReport3.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3452788,SIGMOD,LIMA: Fine-grained Lineage Tracing and Reuse in Machine Learning Systems,reproducibility,LIMA,https://github.com/damslab/reproducibility,swh:1:dir:8010cfd063c75bbef1c758397ba8e69aa49ab282;origin=https://github.com/damslab/reproducibility;visit=swh:1:snp:154724cdaaffb662869228775ea0d65a48458880;anchor=swh:1:rev:3fad358974c895cb639782995218bde42324d1ae,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3452788,https://api.crossref.org/works/10.1145/3448016.3452788,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Nikolic-SIGMODReproReport4.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3452795,SIGMOD,Conformance Constraint Discovery,conformanceconstraintsreproducibility,,https://github.com/afariha/conformanceconstraintsreproducibility,swh:1:dir:7cd1a3acb43f957c0c3b93b17488cbcfc953283f;origin=https://github.com/afariha/conformanceconstraintsreproducibility;visit=swh:1:snp:21728ac7ca0bba3323acbe1f84de23d5bd14d15e;anchor=swh:1:rev:37814eacf5c954bad55000b4e5a74b5521eb8d63,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3452795,https://api.crossref.org/works/10.1145/3448016.3452795,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Daltayanni-SIGMODReproReport7.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457549,SIGMOD,ExDRa: Exploratory Data Science on Federated Raw Data,reproducibility,ExDRa,https://github.com/damslab/reproducibility,swh:1:dir:8010cfd063c75bbef1c758397ba8e69aa49ab282;origin=https://github.com/damslab/reproducibility;visit=swh:1:snp:154724cdaaffb662869228775ea0d65a48458880;anchor=swh:1:rev:3fad358974c895cb639782995218bde42324d1ae,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457549,https://api.crossref.org/works/10.1145/3448016.3457549,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Ioannidis-SIGMODReproReport8.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457268,SIGMOD,MxTasks: How to Make Efficient Synchronization and Prefetching Easy,mxtasking-reproducibility,MxTasks,https://github.com/jmuehlig/mxtasking-reproducibility,swh:1:dir:5f3b1c82e2b8c7ffb3cbf826b22d954aae2eee3a;origin=https://github.com/jmuehlig/mxtasking-reproducibility;visit=swh:1:snp:e4e43b25fd76e4da4820ef989359308b538ea80d;anchor=swh:1:rev:71a4a17f7ba34e06a46f1b1641a647b07c3272fd,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457268,https://api.crossref.org/works/10.1145/3448016.3457268,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Wang-SIGMODReproReport9.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457331,SIGMOD,Efficient Graph Summarization using Weighted LSH at Billion-Scale,ldme,,https://github.com/quintonyong/ldme,swh:1:dir:65fb30fc6f1002a94f51e6cdfb62523f63d5b8f3;origin=https://github.com/quintonyong/ldme;visit=swh:1:snp:a960dfd64b59d30b7956afb032294281c1669c2a;anchor=swh:1:rev:7ceb62493ddb1b0821fda3fa1f089cf5d4390b0c,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457331,https://api.crossref.org/works/10.1145/3448016.3457331,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Kondylakis-SIGMODReproReport24.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3459246,SIGMOD,Putting Things into Context,cajade,,https://github.com/iitdbgroup/cajade,swh:1:dir:d772dc6d618a5e5b333e569eefaddf70b6a49eed;origin=https://github.com/iitdbgroup/cajade;visit=swh:1:snp:647749500f8b66f1de1aa1442b712606d38a685e;anchor=swh:1:rev:ace5dfa38b644b7a124591d7fdc28bfa2cff51f8,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3459246,https://api.crossref.org/works/10.1145/3448016.3459246,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Abedjan-SIGMODReproReport25.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457304,SIGMOD,EIRES: Efficient Integration of Remote Data in Event Stream Processing,eires,EIRES,https://github.com/zbjob/eires,swh:1:dir:07676db98fc052a19114e6364d8a18568ed4aa21;origin=https://github.com/zbjob/eires;visit=swh:1:snp:7d478ed81db99a2c45f3c65770ec7724e9880cb5;anchor=swh:1:rev:4dc0a6bb3481d70ef8cb3149e4d04da2e936fe8a,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457304,https://api.crossref.org/works/10.1145/3448016.3457304,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Kalavri-SIGMODReproReport12.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457323,SIGMOD,"SliceLine: Fast, Linear-Algebra-based Slice Finding for ML Model Debugging",reproducibility,SliceLine,https://github.com/damslab/reproducibility,swh:1:dir:8010cfd063c75bbef1c758397ba8e69aa49ab282;origin=https://github.com/damslab/reproducibility;visit=swh:1:snp:154724cdaaffb662869228775ea0d65a48458880;anchor=swh:1:rev:3fad358974c895cb639782995218bde42324d1ae,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457323,https://api.crossref.org/works/10.1145/3448016.3457323,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Tsoumakos-SIGMODReproReport13.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3452798,SIGMOD,Adaptive Compression for Fast Scans on String Columns,sigmod_reproducability,,https://github.com/johnfouf/sigmod_reproducability,swh:1:dir:b497baa91c5bfd12cec0ae679d2ab3a560dca63a;origin=https://github.com/johnfouf/sigmod_reproducability;visit=swh:1:snp:42533ba6b8536c999b729b7d3da4a02b539e1b76;anchor=swh:1:rev:db3acc74eac8d4f516b91fc684b2e2fd5bb26c4a,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3452798,https://api.crossref.org/works/10.1145/3448016.3452798,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Paparrizos-SIGMODReproReport14.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457244,SIGMOD,Tuplex,tuplex-public,,https://github.com/leonhardfs/tuplex-public,swh:1:dir:976a8149b1663e0489a462970b5c3d097c7b2ee6;origin=https://github.com/leonhardfs/tuplex-public;visit=swh:1:snp:bceafd9ec1fe079d8e6a7e508f853d61fe31acb8;anchor=swh:1:rev:5380aec8ab38017401610435511450cda9fd8b3b,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457244,https://api.crossref.org/works/10.1145/3448016.3457244,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Lehner-SIGMODReproReport16.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457284,SIGMOD,Looking for Trouble: Analyzing Classifier Behavior via Pattern Divergence,divexplorer_sigmod21_experiments,Looking for Trouble,https://github.com/elianap/divexplorer_sigmod21_experiments,swh:1:dir:95409671a22593a2abc8a5a1930250e83a680da5;origin=https://github.com/elianap/divexplorer_sigmod21_experiments;visit=swh:1:snp:e81f8154ad29e643aab146a76ee5b4cb50e22a31;anchor=swh:1:rev:6d7753d8c843ddc98f34c2cfb29f0934defa5ff7,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457284,https://api.crossref.org/works/10.1145/3448016.3457284,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Wu-SIGMODReproReport17.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457278,SIGMOD,Parallel Index-Based Structural Graph Clustering and Its Approximation,sigmod-reproducibility-parallel-scan,,https://github.com/tomtseng/sigmod-reproducibility-parallel-scan,swh:1:dir:dd232fba7e6f2a3119e08ae95d2fda72a099de53;origin=https://github.com/tomtseng/sigmod-reproducibility-parallel-scan;visit=swh:1:snp:16e5043fa83736d8f7a8a421bea71a2c79374c60;anchor=swh:1:rev:f469305bea19c2aaeda43341d3bcba882cb41265,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457278,https://api.crossref.org/works/10.1145/3448016.3457278,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Herodotou-SIGMODReproReport18.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3452791,SIGMOD,Efficient Uncertainty Tracking for Complex Queries with Attribute-level Bounds,audb_reproducibility,,https://github.com/fengsu91/audb_reproducibility,swh:1:dir:edcc22777889c36308853ec826d5b9a9f3949311;origin=https://github.com/fengsu91/audb_reproducibility;visit=swh:1:snp:a53217fd7abb06a50216f6969769620c321234ee;anchor=swh:1:rev:36bdcf101d633eedd93c31bc8be4f4d17de7f2d5,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3452791,https://api.crossref.org/works/10.1145/3448016.3452791,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Zivanovic-SIGMODReproReport20.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3452840,SIGMOD,COMPASS: Online Sketch-based Query Optimization for In-Memory Databases,compass_query_optimizer,COMPASS,https://github.com/yizenov/compass_query_optimizer,swh:1:dir:b23ab74fb04c5bf52c078d01b901b230d5498c64;origin=https://github.com/yizenov/compass_query_optimizer;visit=swh:1:snp:ec4d326711ad3cc6114f739a7dc200743a24cfab;anchor=swh:1:rev:2b74f9138d3bd783c056638a509f92c27b193440,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3452840,https://api.crossref.org/works/10.1145/3448016.3452840,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Bogatov-SIGMODReproReport21.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457320,SIGMOD,Clonos,clonosreproducibility,,https://github.com/psilvestre/clonosreproducibility,swh:1:dir:b59ec0183d3053285b8141e5e697a17113afcb71;origin=https://github.com/psilvestre/clonosreproducibility;visit=swh:1:snp:135a1db446c5bc66b4741890162ae9400788f699;anchor=swh:1:rev:ba4d0a05b22552cf531c387d4f503758204e3a90,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457320,https://api.crossref.org/works/10.1145/3448016.3457320,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Blanas-SIGMODReproReport22.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3448016.3457292,SIGMOD,Maximizing Persistent Memory Bandwidth Utilization for OLAP Workloads,pmem-olap,,https://github.com/hpides/pmem-olap,swh:1:dir:c9c51d946d2a2036fcae1a83992052a82639ee2b;origin=https://github.com/hpides/pmem-olap;visit=swh:1:snp:f61b7dc80fc0f4b717d1faccd62225e23b4c9e56;anchor=swh:1:rev:43ec98018858f6be9209d2f3546cb27eeddd05f9,2021-06-09,ACM,en,Proceedings of the 2021 International Conference on Management of Data,,https://doi.org/10.1145/3448016.3457292,https://api.crossref.org/works/10.1145/3448016.3457292,Crossref,https://reproducibility.sigmod.org/rep_rep/2021/Appuswamy-SIGMODReproReport6.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3389742,SIGMOD,Creating Embeddings of Heterogeneous Relational Datasets for Data Integration Tasks,embdi,,https://gitlab.eurecom.fr/cappuzzo/embdi,swh:1:dir:e0b5a75f1e5c63449792c0d3696f739324dfab3b;origin=https://gitlab.eurecom.fr/cappuzzo/embdi;visit=swh:1:snp:67e639d0c05d3c7e200dab5c020be7e5d2446975;anchor=swh:1:rev:9c26445470395ca837b54d6474c014d8817a65a3,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3389742,https://api.crossref.org/works/10.1145/3318464.3389742,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-5.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3389697,SIGMOD,Efficient Algorithms for Densest Subgraph Discovery on Large Directed Graphs,sigmod2020dds,,https://github.com/chenhao-ma/sigmod2020dds,swh:1:dir:9c1d753690905fd523ae4beaed852224cbd2b554;origin=https://github.com/chenhao-ma/sigmod2020dds;visit=swh:1:snp:886f49bc09f33398fa756a3cf1f095956487144d;anchor=swh:1:rev:aca7514a9ce99f2e6b4dbfbdf0fc17edcefa4a1e,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3389697,https://api.crossref.org/works/10.1145/3318464.3389697,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-2.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3380599,SIGMOD,Realistic Re-evaluation of Knowledge Graph Completion Methods: An Experimental Study,kg_completion,,https://github.com/knowledge-graph/kg_completion,swh:1:dir:ac6ee13a766e883d549f61541b6cc298f3430fd5;origin=https://github.com/knowledge-graph/kg_completion;visit=swh:1:snp:fb03e7a702e3894a39fe1a20b77daeac3d22b3e1;anchor=swh:1:rev:e2faa641b700fe7dbc9874896688d0f54c0c4816,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3380599,https://api.crossref.org/works/10.1145/3318464.3380599,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-16.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3380577,SIGMOD,Factorized Graph Representations for Semi-Supervised Learning from Sparse Data,factorized-graphs,,https://github.com/northeastern-datalab/factorized-graphs,swh:1:dir:65ebd1f71f448214fe2a637fc2d99709de5cab32;origin=https://github.com/northeastern-datalab/factorized-graphs;visit=swh:1:snp:cf472594ddbc7d76db2b406417debae716d60935;anchor=swh:1:rev:167b0d172c3461f9a75861872ed758c51f4a9aa9,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3380577,https://api.crossref.org/works/10.1145/3318464.3380577,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-7.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3389778,SIGMOD,Locality-Sensitive Hashing Scheme based on Longest Circular Co-Substring,lccs-lsh,,https://github.com/1flei/lccs-lsh,swh:1:dir:227ee9482d6cc66f2c6c5742c9224836752b5586;origin=https://github.com/1flei/lccs-lsh;visit=swh:1:snp:cf2760d39fac2fe276a65797e98d502900fd120c;anchor=swh:1:rev:c903e557587de366e6ad67e8681b04061989bd6f,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3389778,https://api.crossref.org/works/10.1145/3318464.3389778,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-6.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3389763,SIGMOD,BugDoc: Algorithms to Debug Computational Processes,bugdoc,BugDoc,https://github.com/vida-nyu/bugdoc,swh:1:dir:b206a533c9433602ade90b5bb2eb2ce748434212;origin=https://github.com/vida-nyu/bugdoc;visit=swh:1:snp:e32ba6f6caf0e457b950b1db0997c16647ea5b41;anchor=swh:1:rev:f1938a891ea23b52f05b3c87f051242263414e86,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3389763,https://api.crossref.org/works/10.1145/3318464.3389763,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-14.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3389732,SIGMOD,Database Benchmarking for Supporting Real-Time Interactive Querying of Large Data,crossfilter-benchmark-public,,https://github.com/leibatt/crossfilter-benchmark-public,swh:1:dir:964668ec83c5ac11a76b2f8624317a91f9314a84;origin=https://github.com/leibatt/crossfilter-benchmark-public;visit=swh:1:snp:eada2cdb613f89378a76800ab830ad3d8c66baba;anchor=swh:1:rev:c78314323dc8224d71120020b10a21112652aa76,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3389732,https://api.crossref.org/works/10.1145/3318464.3389732,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-4.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3389712,SIGMOD,Automating Incremental and Asynchronous Evaluation for Recursive Aggregate Data Processing,powerlogae,,https://github.com/wangqge/powerlogae,,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3389712,https://api.crossref.org/works/10.1145/3318464.3389712,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-8.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3389703,SIGMOD,LISA: A Learned Index Structure for Spatial Data,lisa,LISA,https://github.com/pfl-cs/lisa,swh:1:dir:252832a6b63f0a45079b46778a258eb519b96489;origin=https://github.com/pfl-cs/lisa;visit=swh:1:snp:c1192aa4b85fb7aaa0d4cf135be0268dcf9605cb;anchor=swh:1:rev:747f20544514bcc4bbd25f8084f0c395cf7ebf07,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3389703,https://api.crossref.org/works/10.1145/3318464.3389703,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-13.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3380598,SIGMOD,Timely Reporting of Heavy Hitters using External Memory,,,,,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3380598,https://api.crossref.org/works/10.1145/3318464.3380598,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-15.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
10.1145/3318464.3380582,SIGMOD,Theoretically-Efficient and Practical Parallel DBSCAN,dbscan,,https://github.com/wangyiqiu/dbscan,swh:1:dir:6cc22db5cc1396d5625c7ae112a11ee41ecb6fef;origin=https://github.com/wangyiqiu/dbscan;visit=swh:1:snp:f2681fcc83e68cfe3637aaac776b033a324bd116;anchor=swh:1:rev:3ea6d41e074075bc384622d5946f58eaabbc5f25,2020-05-31,ACM,en,Proceedings of the 2020 ACM SIGMOD International Conference on Management of Data,,https://doi.org/10.1145/3318464.3380582,https://api.crossref.org/works/10.1145/3318464.3380582,Crossref,https://reproducibility.sigmod.org/rep_rep/2020/RR-9.pdf,SIGMOD Availability & Reproducibility Initiative,18 June 2026
